"ticket_id","ticket_trace/contact"
8088,"8088, 3"
462508,"433674-462508, 0"
378547,"349141-378547, 0"
330979,"54998-330979, 3"
319589,"189656-319589, 1"
279538,"62729-95381-279538, 1"
498734,"498734, 0"
390512,"24064-319764-390512, 0"
115946,"115946, 0"
455887,"43319-455887, 0"
454450,"19752-454450, 2"
63170,"63170, 0"
231894,"231894, 4"
465208,"110440-465208, 2"
416455,"347559-416455, 0"
142337,"142337, 3"
136156,"136156, 1"
361374,"361374, 1"
221024,"221024, 1"
390531,"390531, 0"
270499,"182059-270499, 2"
161636,"161636, 3"
177071,"177071, 4"
151387,"151387, 2"
116756,"116756, 4"
405959,"61068-125231-219062-405959, 4"
90812,"90812, 2"
31599,"31599, 0"
246315,"246315, 2"
220037,"220037, 2"
115051,"68357-115051, 3"
25809,"25809, 4"
251254,"240734-251254, 1"
77554,"77554, 2"
368015,"368015, 1"
286150,"286150, 3"
321606,"212628-321606, 3"
412850,"412850, 2"
194339,"194339, 1"
405566,"8894-405566, 0"
85184,"85184, 0"
284330,"284330, 0"
371264,"371264, 4"
44054,"44054, 4"
297873,"297873, 2"
249050,"249050, 3"
95678,"95678, 0"
427317,"427317, 2"
498746,"498746, 2"
492437,"492437, 1"
252032,"252032, 3"
203668,"196141-203668, 4"
126208,"126208, 2"
216011,"216011, 1"
358176,"16250-358176, 3"
161462,"96845-161462, 4"
220879,"220879, 4"
89145,"89145, 2"
478992,"116233-478992, 1"
7599,"7599, 0"
420659,"420659, 0"
341974,"341974, 1"
305292,"26882-305292, 2"
207557,"160500-207557, 1"
430058,"327237-393311-430058, 4"
178665,"178665, 0"
421745,"421745, 4"
55273,"55273, 1"
159919,"159919, 1"
462653,"462653, 2"
59349,"59349, 3"
440480,"440480, 2"
408989,"408989, 4"
466533,"301159-466533, 2"
39781,"39781, 1"
481354,"257172-481354, 3"
443427,"35726-87919-443427, 3"
424458,"87209-382025-424458, 0"
157881,"310462-157881, 4"
262036,"262036, 0"
213839,"213839, 4"
374828,"374828, 1"
307077,"307077, 4"
304506,"304506, 0"
331724,"100269-331724, 0"
154899,"154899, 1"
6899,"6899, 0"
17899,"17899, 2"
456501,"418545-456501, 4"
93486,"46182-93486, 1"
221796,"221796, 2"
134805,"134805, 2"
44236,"44236, 2"
23516,"23516, 0"
189625,"189625, 4"
394525,"154572-394525, 2"
21528,"21528, 3"
453144,"100116-121371-453144, 1"
455884,"177421-455884, 1"
170197,"73330-143927-170197, 4"
483716,"483716, 4"
111889,"111889, 3"
139322,"139322, 1"
137658,"137658, 3"
239431,"239431, 1"
196941,"196941, 2"
308048,"181969-308048, 0"
442243,"257957-442243, 0"
245724,"245724, 3"
178769,"178769, 2"
167017,"167017, 0"
428509,"44452-135146-428509, 2"
377184,"194910-377184, 1"
246820,"243770-246820, 1"
99409,"99409, 1"
326930,"187116-326930, 4"
215812,"215812, 1"
157792,"24606-157792, 2"
68425,"68425, 4"
217660,"25991-50158-153984-217660, 1"
192444,"8883-192444, 3"
27137,"27137, 4"
416866,"307651-416866, 4"
498041,"498041, 4"
144874,"305801-144874, 2"
258563,"258563, 4"
317395,"317395, 2"
257190,"257190, 4"
180173,"180173, 3"
364898,"17908-364898, 1"
93800,"93800, 2"
58445,"58445, 3"
81096,"81096, 2"
284749,"204019-284749, 0"
177759,"177759, 3"
361063,"361063, 1"
245981,"118055-245981, 0"
37323,"37323, 1"
253581,"125364-253581, 0"
259980,"203397-259980, 2"
118536,"118536, 0"
50900,"39817-50900, 0"
342293,"342293, 4"
351424,"351424, 1"
73971,"73971, 3"
31649,"31649, 3"
275173,"116787-133690-275173, 4"
373322,"37091-170943-373322, 1"
294032,"169416-294032, 3"
334275,"222046-334275, 3"
102088,"102088, 3"
144054,"144054, 4"
28053,"28053, 2"
41846,"41846, 4"
19804,"19804, 3"
265440,"265440, 0"
135340,"80757-135340, 2"
243282,"243282, 0"
28133,"28133, 1"
127701,"56954-127701, 4"
265697,"35520-265697, 3"
76953,"32090-76953, 2"
380264,"380264, 2"
328186,"328186, 0"
230310,"230310, 3"
424932,"132117-424932, 1"
377608,"377608, 2"
122033,"122033, 1"
277120,"60065-252568-277120, 2"
409309,"145294-409309, 3"
411520,"411520, 0"
325537,"230989-325537, 4"
189753,"366849-189753, 3"
227109,"227109, 2"
143048,"10358-143048, 1"
439240,"92215-439240, 0"
359385,"359385, 1"
325317,"325317, 0"
293230,"12514-293230, 3"
209990,"209990, 1"
213912,"213912, 1"
448886,"448886, 3"
498827,"498827, 0"
328146,"328146, 2"
346347,"346347, 2"
252021,"72482-252021, 3"
202801,"129202-202801, 4"
27573,"27573, 3"
89873,"71513-89873, 1"
45703,"45703, 1"
265098,"265098, 3"
435623,"435623, 3"
465426,"465426, 3"
176596,"34326-176596, 3"
394345,"128734-394345, 4"
144889,"144889, 2"
268937,"268937, 1"
339196,"339196, 1"
83135,"30901-83135, 0"
25628,"25628, 0"
133704,"133704, 3"
476513,"469275-476513, 0"
218592,"218592, 2"
180739,"180739, 4"
241879,"241879, 3"
164402,"164402, 4"
300289,"300289, 1"
370176,"370176, 4"
81392,"81392, 0"
338955,"338955, 4"
134030,"134030, 3"
413313,"413313, 2"
489700,"323249-489700, 4"
475939,"475939, 1"
143612,"143612, 3"
226017,"226017, 3"
48308,"48308, 3"
435852,"42806-435852, 0"
30596,"30596, 4"
216967,"118910-216967, 4"
246857,"100184-246857, 1"
302965,"302965, 1"
439181,"439181, 1"
38896,"38896, 2"
449522,"449522, 3"
312530,"26819-312530, 1"
149030,"149030, 3"
168120,"168120, 1"
440414,"440414, 4"
150510,"150510, 1"
22919,"22919, 1"
243779,"243779, 2"
64178,"64178, 1"
176491,"176491, 1"
66093,"66093, 0"
70844,"70844, 2"
426015,"426015, 0"
397360,"106099-397360, 4"
34491,"34491, 1"
349112,"107859-349112, 1"
443517,"159273-443517, 0"
452759,"253328-447733-452759, 0"
291428,"291428, 1"
206160,"206160, 3"
410730,"341811-410730, 2"
377446,"340509-92281-377446, 1"
265657,"342220-265657, 2"
293200,"186563-279281-293200, 1"
369083,"40580-369083, 4"
477751,"317602-477751, 0"
180966,"180966, 2"
28776,"28776, 4"
19053,"19053, 3"
374855,"186680-276355-374855, 2"
155801,"155801, 1"
81514,"81514, 0"
220001,"187512-220001, 1"
124671,"124671, 0"
189040,"189040, 3"
376381,"376381, 2"
32748,"32748, 3"
11336,"11336, 4"
25877,"25877, 1"
61866,"61866, 1"
176847,"11337-19648-176847, 2"
311271,"311271, 4"
237634,"58316-237634, 2"
276810,"276810, 3"
336230,"336230, 2"
350667,"301719-350667, 4"
411884,"411884, 4"
123548,"123548, 0"
261184,"261184, 3"
452195,"452195, 1"
115603,"33508-115603, 0"
174767,"174767, 4"
489802,"489802, 4"
29300,"29300, 0"
311545,"311545, 4"
437432,"437432, 2"
157844,"157844, 4"
412932,"232253-26577-412932, 1"
310622,"310622, 1"
280178,"280178, 2"
236332,"236332, 3"
436300,"436300, 0"
428287,"428287, 0"
13476,"13476, 0"
259215,"486208-220729-259215, 0"
231170,"231170, 3"
203980,"203980, 0"
439986,"170850-310107-439986, 3"
488351,"274713-415559-420104-488351, 1"
319103,"319103, 3"
203893,"203893, 0"
407011,"303459-407011, 4"
147716,"147716, 1"
359637,"359637, 3"
478612,"76372-255345-478612, 0"
95223,"95223, 3"
206788,"206788, 0"
447793,"447793, 1"
204762,"204762, 1"
36934,"36934, 4"
144108,"14056-144108, 3"
20968,"20968, 0"
304587,"173657-304587, 3"
367549,"367549, 0"
144125,"144125, 1"
415829,"415829, 2"
461891,"461891, 3"
249814,"249814, 1"
288784,"151364-288784, 3"
396845,"147329-396845, 1"
45352,"45352, 0"
243539,"243539, 2"
462266,"120255-462266, 0"
411819,"411819, 0"
170881,"170881, 0"
355329,"161819-355329, 3"
167088,"167088, 1"
132184,"132184, 1"
380700,"8348-25878-380700, 4"
120499,"120499, 0"
464214,"464214, 0"
17700,"17700, 1"
297312,"113750-297312, 2"
476152,"321497-476152, 3"
393503,"393503, 1"
395791,"395791, 4"
180737,"180737, 0"
381173,"242876-491316-381173, 0"
368816,"368816, 4"
496304,"355823-496304, 3"
450373,"450373, 0"
216096,"216096, 0"
206327,"206327, 3"
183919,"183919, 3"
284490,"78342-284490, 2"
165086,"102622-165086, 1"
487871,"313696-472351-487871, 4"
98608,"98608, 0"
36387,"36387, 1"
373091,"203635-373091, 2"
353597,"113050-353597, 4"
471208,"471208, 0"
336836,"336836, 0"
140083,"140083, 0"
369113,"369113, 1"
277477,"277477, 2"
264726,"33807-264726, 4"
270845,"270845, 4"
457878,"457878, 4"
197373,"197373, 2"
28893,"28893, 0"
276415,"231729-276415, 1"
434503,"434503, 2"
325444,"325444, 0"
99910,"99910, 3"
348871,"170580-190170-348871, 3"
93666,"256638-284249-93666, 0"
212485,"212485, 0"
423151,"407538-423151, 2"
341687,"341687, 1"
419963,"246799-419963, 2"
103810,"7834-46535-103810, 3"
390439,"283457-376697-390439, 3"
389443,"389443, 0"
292385,"112007-292385, 3"
281161,"161563-281161, 1"
206463,"30033-39849-196085-206463, 3"
321831,"240931-321831, 1"
92523,"92523, 2"
162453,"162453, 2"
105719,"105719, 3"
450517,"436227-450517, 1"
436433,"436433, 2"
209611,"209611, 4"
449894,"27128-431628-449894, 1"
44055,"44055, 2"
24208,"370846-24208, 2"
146463,"146463, 1"
250569,"250569, 1"
459236,"459236, 0"
7527,"7527, 3"
451653,"265449-451653, 4"
499888,"499888, 0"
460437,"307312-460437, 3"
67753,"67753, 1"
280546,"280546, 2"
33237,"33237, 0"
375585,"375585, 1"
437595,"98284-193677-437595, 1"
439969,"439969, 3"
396232,"109744-241011-396232, 4"
459690,"149251-459690, 0"
457489,"272605-377204-457489, 0"
465190,"465190, 0"
348652,"348652, 0"
43851,"43851, 2"
219146,"219146, 3"
18256,"18256, 4"
305558,"305558, 0"
116179,"116179, 1"
313834,"132893-313834, 0"
420032,"124689-329882-420032, 0"
382307,"382307, 3"
164361,"164361, 0"
492481,"492481, 4"
285746,"285746, 2"
396584,"186487-350782-396584, 2"
444458,"431157-444458, 4"
58068,"58068, 0"
162107,"499151-162107, 2"
281895,"363609-281895, 4"
91902,"91902, 4"
334236,"334236, 1"
412862,"412862, 0"
61087,"61087, 1"
496562,"306884-437344-496562, 0"
429500,"429500, 2"
106571,"106571, 3"
14683,"14683, 2"
320862,"320862, 2"
142850,"142850, 3"
30009,"30009, 4"
406543,"272402-406543, 3"
476834,"476834, 0"
295415,"43498-295415, 4"
177009,"177009, 0"
431334,"431334, 0"
449293,"62349-449293, 0"
117077,"40680-117077, 4"
323276,"229969-243768-323276, 1"
273541,"273541, 1"
323601,"303153-123936-323601, 0"
435774,"34695-435774, 0"
88154,"59382-88154, 3"
426158,"426158, 2"
111812,"111812, 1"
389330,"389330, 2"
23624,"23624, 4"
397851,"237227-325671-397851, 3"
460974,"460974, 4"
173586,"173586, 2"
372598,"372598, 1"
483460,"210226-251840-483460, 3"
386061,"386061, 3"
13687,"13687, 2"
94621,"94621, 2"
383490,"188018-383490, 1"
369498,"369498, 1"
28039,"28039, 1"
251990,"179326-251990, 4"
441445,"62312-441445, 1"
45322,"45322, 0"
313223,"313223, 2"
381202,"8438-381202, 0"
114024,"114024, 3"
222948,"171032-222948, 2"
95229,"95229, 4"
193635,"116125-193635, 0"
89671,"89671, 2"
298917,"298917, 0"
15220,"15220, 0"
469819,"469819, 2"
452199,"322018-452199, 1"
410524,"410524, 3"
419399,"269153-397992-419399, 0"
269809,"161183-269809, 2"
86962,"86962, 4"
406607,"406607, 3"
363513,"363513, 1"
182379,"16128-86283-182379, 4"
441401,"225359-441401, 1"
60846,"60846, 1"
54587,"54587, 1"
206336,"206336, 3"
316605,"316605, 3"
260704,"260704, 0"
184053,"184053, 0"
186356,"186356, 0"
106572,"106572, 1"
359954,"359954, 2"
63730,"63730, 0"
167373,"165975-167373, 2"
229270,"229270, 0"
341093,"341093, 0"
26959,"26959, 4"
276341,"276341, 2"
132390,"132390, 0"
197279,"197279, 2"
450954,"450954, 0"
225997,"225997, 3"
63116,"63116, 4"
421524,"378981-421524, 1"
448132,"448132, 3"
137049,"137049, 1"
361398,"361398, 2"
207147,"207147, 0"
324160,"324160, 1"
38881,"38881, 3"
104913,"104913, 3"
111495,"111495, 2"
428506,"256738-428506, 4"
418852,"418852, 2"
20824,"20824, 3"
484325,"484325, 1"
37254,"26359-37254, 4"
344453,"344453, 0"
455544,"455544, 2"
96689,"96689, 2"
303258,"258360-303258, 3"
241293,"241293, 1"
272352,"181810-256088-272352, 2"
228174,"228174, 4"
379588,"299936-379588, 2"
390684,"361350-390684, 2"
161227,"161227, 4"
277449,"277449, 4"
439204,"241872-439204, 4"
184478,"184478, 3"
237286,"237286, 3"
443347,"443347, 2"
261833,"261833, 3"
444848,"444848, 1"
209202,"209202, 1"
199588,"147247-199588, 3"
287815,"16880-287815, 1"
99392,"99392, 0"
91165,"91165, 1"
473228,"473228, 1"
367800,"135360-367800, 0"
7664,"7664, 3"
26393,"25090-26393, 2"
274291,"263740-274291, 3"
439684,"439684, 1"
192062,"120316-192062, 4"
46535,"103810-46535, 1"
192812,"84975-192812, 4"
281708,"281708, 2"
378304,"378304, 2"
236613,"236613, 4"
291828,"252595-291828, 2"
474056,"159028-77391-474056, 1"
71459,"58758-71459, 4"
115444,"115444, 4"
57776,"57776, 4"
279936,"279936, 4"
405427,"55252-405427, 2"
409599,"409599, 0"
61573,"61573, 1"
431495,"431495, 0"
244979,"244979, 0"
250076,"250076, 3"
436575,"436575, 0"
407805,"327163-407805, 2"
225043,"8889-225043, 3"
182824,"182824, 3"
177358,"177358, 2"
192466,"192466, 2"
218814,"218814, 4"
69390,"69390, 2"
274571,"437352-252867-274571, 1"
209454,"22111-209454, 4"
321918,"321918, 4"
359593,"359593, 2"
365399,"365399, 0"
444182,"444182, 2"
227971,"227971, 4"
333503,"333503, 3"
410728,"115697-410728, 1"
494440,"494440, 3"
105537,"105537, 3"
122739,"122739, 3"
178309,"97206-178309, 0"
330759,"326148-330759, 4"
327864,"268227-11131-223185-327864, 0"
348979,"348979, 1"
204700,"204700, 3"
122323,"78139-169392-122323, 3"
105646,"105646, 4"
459081,"459081, 3"
355663,"101289-355663, 4"
447149,"447149, 0"
135367,"135367, 4"
10987,"10987, 0"
467166,"241679-356625-467166, 3"
360556,"360556, 2"
146030,"146030, 3"
441665,"11080-441665, 3"
92773,"92773, 3"
360311,"31885-360311, 1"
227691,"165659-227691, 1"
211639,"311814-211639, 0"
438313,"438313, 2"
346193,"346193, 1"
416139,"416139, 0"
278817,"278817, 1"
406551,"125449-406551, 1"
489698,"206766-489698, 0"
429915,"12843-128666-429915, 3"
373009,"373009, 2"
420826,"96629-213175-420826, 2"
408198,"172778-366256-408198, 0"
444633,"444633, 3"
199469,"199469, 3"
420125,"420125, 2"
331792,"331792, 0"
465333,"62846-188855-465333, 1"
157667,"157667, 0"
338623,"338623, 3"
476474,"476474, 3"
497146,"497146, 0"
44130,"44130, 4"
378032,"339587-378032, 1"
332762,"332762, 3"
493231,"493231, 4"
13051,"13051, 1"
160101,"160101, 2"
92954,"92954, 0"
477343,"477343, 3"
452677,"452677, 3"
206567,"206567, 1"
148506,"393949-148506, 4"
340076,"293907-340076, 4"
288018,"288018, 0"
139709,"139709, 4"
489793,"489793, 4"
21623,"254235-21623, 2"
311489,"204106-311489, 3"
317157,"317157, 0"
10464,"10464, 2"
219681,"219681, 4"
148336,"148336, 0"
386299,"66200-386299, 0"
12264,"12264, 1"
200085,"200085, 1"
41682,"41682, 3"
261668,"261668, 2"
51087,"51087, 0"
60656,"260203-60656, 3"
311224,"304908-311224, 4"
266990,"266990, 4"
289326,"289326, 0"
74713,"74713, 4"
57891,"57891, 0"
200156,"200156, 2"
419081,"169409-419081, 1"
206338,"132712-206338, 0"
361163,"156231-434470-361163, 3"
183438,"62687-107449-183438, 2"
119201,"119201, 0"
303122,"303122, 3"
166991,"35408-166991, 1"
402330,"66621-402330, 2"
266666,"266666, 2"
263681,"241800-239857-263681, 4"
279501,"279501, 1"
440074,"30563-440074, 4"
267766,"267766, 2"
247328,"247328, 3"
39750,"39750, 0"
15830,"15830, 3"
437976,"437976, 3"
220969,"119985-220969, 4"
232682,"232682, 4"
251929,"24386-251929, 1"
491760,"156827-360793-426941-491760, 3"
304663,"438248-213944-304663, 1"
167002,"17602-167002, 3"
257755,"257755, 0"
274948,"274948, 4"
224586,"224586, 4"
128937,"128937, 4"
109373,"109373, 0"
168576,"19657-168576, 3"
284137,"284137, 1"
304225,"304225, 3"
185328,"185328, 1"
133702,"133702, 1"
110788,"110788, 2"
17996,"17996, 2"
425206,"122036-425206, 1"
326462,"326462, 0"
383712,"79263-383712, 4"
481360,"32808-80938-232865-481360, 4"
460081,"93594-460081, 2"
211837,"211837, 0"
93339,"93339, 4"
182476,"182476, 2"
293839,"166416-293839, 0"
464928,"59113-464928, 2"
474385,"396326-171868-235313-474385, 4"
387477,"35389-387477, 4"
20369,"20369, 2"
204658,"204658, 0"
263578,"263578, 3"
95393,"95393, 4"
13873,"13873, 3"
480135,"240619-296369-472470-480135, 0"
486467,"486467, 2"
418692,"36198-418692, 2"
397163,"397163, 0"
341740,"341740, 4"
71531,"71531, 0"
441562,"441562, 0"
76635,"76635, 2"
212556,"133571-212556, 0"
77529,"77529, 2"
123133,"29441-123133, 2"
137598,"137598, 1"
72219,"72219, 1"
456327,"14648-456327, 0"
70874,"70874, 0"
371323,"371323, 4"
362479,"341551-362479, 2"
91085,"91085, 4"
482504,"482504, 4"
406825,"327456-406825, 1"
146928,"146928, 0"
195936,"195936, 2"
334880,"334880, 0"
192715,"68451-192715, 3"
221955,"38562-221955, 0"
170801,"170801, 1"
370930,"24072-210407-370930, 2"
389582,"357328-389582, 3"
76173,"76173, 1"
492916,"360036-297301-321222-492916, 2"
170821,"170821, 3"
291064,"291064, 2"
433318,"433318, 0"
241593,"241593, 4"
191748,"191748, 1"
122434,"122434, 4"
212626,"212626, 1"
29120,"29120, 1"
137645,"137645, 2"
407009,"407009, 2"
294162,"294162, 2"
432188,"35772-432188, 4"
327522,"175166-327522, 3"
307072,"307072, 2"
355514,"355514, 0"
178581,"178581, 2"
435250,"435250, 2"
404032,"231203-404032, 0"
182172,"182172, 1"
343598,"179317-343598, 4"
345075,"192921-345075, 3"
301852,"301852, 3"
62501,"62501, 4"
246148,"246148, 3"
491110,"491110, 1"
248895,"248895, 3"
113745,"190148-99149-113745, 4"
394822,"394822, 2"
146948,"146948, 0"
228570,"228570, 2"
221004,"221004, 0"
415012,"415012, 4"
64695,"64695, 1"
293263,"293263, 2"
359668,"485658-358370-359668, 1"
111718,"70518-111718, 0"
384931,"384931, 1"
364225,"238511-364225, 3"
414769,"414769, 4"
462119,"472778-192331-332759-462119, 0"
13676,"13676, 1"
150133,"150133, 1"
147534,"53727-147534, 3"
113386,"113386, 4"
351948,"351948, 1"
48099,"48099, 1"
13851,"371575-13851, 2"
347060,"347060, 4"
426884,"12715-165860-174920-426884, 2"
386392,"470657-197516-341483-374714-386392, 1"
415037,"415037, 4"
243718,"17558-45686-243718, 4"
264712,"264712, 1"
243238,"243238, 0"
444247,"115645-444247, 4"
47568,"32828-47568, 1"
237814,"237814, 1"
288382,"288382, 3"
393897,"393897, 4"
352199,"33298-352199, 4"
59374,"59374, 4"
108776,"360861-108776, 3"
341211,"341211, 3"
311261,"311261, 1"
348098,"348098, 3"
331164,"331164, 2"
139294,"389068-68086-139294, 2"
338618,"315911-338618, 0"
280415,"280415, 3"
298262,"143616-298262, 3"
341233,"205378-341233, 3"
163457,"26328-163457, 3"
411063,"152001-359841-411063, 2"
348480,"447046-213753-348480, 2"
409332,"409332, 1"
238441,"238441, 1"
19501,"19501, 4"
74025,"74025, 2"
25878,"380700-25878, 0"
251999,"251999, 0"
289960,"199071-289960, 1"
466399,"466399, 2"
350049,"350049, 1"
493269,"493269, 0"
147249,"147249, 1"
133337,"75195-133337, 2"
300031,"300031, 4"
146762,"146762, 0"
197194,"48195-197194, 3"
343458,"343458, 1"
495407,"495407, 2"
438749,"438749, 3"
441224,"441224, 1"
77492,"47258-77492, 1"
319972,"40902-194860-319972, 2"
270599,"270599, 4"
433731,"25167-433731, 1"
423026,"155771-423026, 0"
214288,"214288, 0"
403090,"61120-90120-278660-403090, 1"
436257,"436257, 4"
497615,"382672-497615, 4"
444479,"444479, 4"
262873,"247209-262873, 3"
334965,"420112-105193-334965, 2"
166572,"166572, 1"
361208,"361208, 4"
71837,"71837, 4"
82786,"82786, 1"
290468,"290468, 0"
267829,"41790-267829, 0"
471527,"471527, 1"
378764,"254366-378764, 0"
296404,"296404, 3"
251943,"251943, 0"
441857,"441857, 1"
375789,"78692-375789, 0"
145524,"426986-145524, 3"
381202,"381202, 3"
447181,"447181, 2"
434163,"434163, 0"
381442,"372393-381442, 3"
455825,"437008-455825, 2"
384387,"384387, 1"
241851,"219012-241851, 4"
490551,"490551, 1"
125491,"125491, 2"
443031,"224464-229569-443031, 0"
86167,"86167, 2"
87379,"50056-87379, 1"
113690,"113690, 4"
259528,"23879-131017-259528, 4"
432555,"432555, 3"
403582,"403582, 1"
23098,"23098, 1"
32071,"396687-32071, 3"
139519,"139519, 0"
13881,"13881, 1"
41904,"41904, 1"
120921,"120921, 1"
267242,"171418-267242, 3"
170406,"170406, 2"
135990,"135990, 1"
23909,"23909, 2"
418415,"418415, 2"
469813,"41869-469813, 1"
214954,"214954, 1"
218208,"160082-218208, 3"
149050,"19465-149050, 1"
287510,"287510, 2"
166405,"166405, 1"
153380,"105888-134725-153380, 1"
330664,"162771-330664, 0"
148738,"148738, 0"
284827,"284827, 2"
475885,"475885, 0"
139931,"139931, 2"
243614,"71046-243614, 4"
160812,"39082-160812, 4"
105916,"105916, 2"
211470,"211470, 3"
449625,"108146-124274-213258-449625, 2"
111341,"111341, 0"
187080,"187080, 3"
277909,"34445-277909, 1"
140779,"67452-140779, 3"
68928,"68928, 2"
188563,"188563, 3"
227920,"183211-227920, 3"
343092,"343092, 2"
189113,"189113, 1"
290069,"290069, 1"
312797,"312797, 2"
391887,"168870-391887, 0"
309835,"309835, 0"
392769,"154623-324473-392769, 2"
61786,"61786, 4"
480588,"480588, 2"
466714,"307296-466714, 0"
473320,"473320, 3"
330068,"97442-330068, 1"
374603,"234223-374603, 1"
246977,"34582-246977, 1"
306093,"67099-306093, 4"
121719,"121719, 1"
498162,"35826-45629-274475-319969-359252-493617-498162, 3"
223433,"138413-223433, 4"
208753,"208753, 0"
379777,"379777, 0"
402627,"402627, 2"
111214,"111214, 1"
465238,"465238, 2"
183086,"183086, 4"
111564,"111564, 4"
497460,"37683-50563-497460, 1"
326506,"56295-145263-326506, 2"
338927,"338927, 0"
497136,"497136, 4"
225296,"225296, 2"
297226,"138814-297226, 3"
463296,"463296, 2"
203465,"203465, 1"
55408,"55408, 1"
328295,"42212-264901-293349-328295, 0"
391372,"391372, 1"
265981,"265981, 2"
216601,"216601, 3"
324739,"171787-324739, 3"
192837,"192837, 2"
199484,"199484, 3"
145732,"145732, 3"
112617,"112617, 3"
177466,"177466, 4"
209695,"209695, 0"
292668,"292668, 0"
346839,"297671-346839, 3"
168274,"168274, 4"
464113,"130456-422590-464113, 1"
296964,"274443-296964, 3"
221429,"221429, 4"
447191,"447191, 2"
308972,"240445-308972, 4"
268761,"268761, 2"
387414,"387414, 3"
361762,"361762, 4"
390162,"188699-390162, 0"
269239,"269239, 1"
110737,"110737, 4"
18208,"18208, 4"
16267,"16267, 4"
334480,"96119-118153-161860-334480, 1"
126041,"126041, 3"
59835,"59835, 1"
273725,"273725, 0"
259872,"259872, 0"
185953,"185953, 2"
216384,"135423-216384, 1"
484951,"484951, 0"
325805,"325805, 4"
271897,"247085-271897, 1"
249133,"249133, 4"
38560,"38560, 3"
150692,"150692, 1"
497689,"348895-360750-414571-497689, 3"
64535,"64535, 0"
21265,"21265, 0"
478535,"478535, 4"
499621,"499621, 4"
397136,"22818-397136, 0"
404849,"274806-404849, 4"
124746,"124746, 4"
4676,"4676, 0"
69439,"69439, 1"
134297,"134297, 1"
331887,"331887, 3"
110263,"73657-110263, 2"
345094,"345094, 4"
268335,"79665-268335, 2"
393358,"393358, 4"
231766,"231766, 0"
355259,"44307-143447-355259, 0"
377154,"377154, 2"
241770,"241770, 1"
420651,"420651, 2"
11382,"9039-11382, 2"
453774,"244697-101316-453774, 4"
355811,"59493-298410-355811, 1"
108582,"108582, 2"
147789,"147789, 3"
465011,"301091-465011, 3"
351290,"121867-351290, 4"
116926,"116926, 3"
294850,"294850, 3"
372928,"67658-372928, 3"
145048,"145048, 4"
54780,"54780, 0"
448491,"295728-357789-448491, 2"
314968,"229549-314968, 2"
429713,"49478-429713, 1"
467395,"467395, 1"
499129,"32052-329794-499129, 3"
220822,"220822, 1"
360330,"360330, 3"
12944,"12944, 0"
209955,"209955, 0"
457646,"114358-457646, 3"
435130,"347858-435130, 2"
211227,"211227, 1"
448241,"61764-448241, 4"
180607,"180607, 2"
157434,"157434, 1"
153110,"153110, 3"
445871,"295908-445871, 3"
160011,"160011, 3"
384719,"264329-384719, 1"
487279,"487279, 3"
260329,"260329, 1"
480036,"480036, 3"
426382,"426382, 1"
490173,"490173, 4"
80271,"80271, 2"
363185,"363185, 2"
384858,"383025-384858, 0"
397096,"146964-397096, 1"
474565,"167935-474565, 4"
162543,"162543, 3"
436473,"436473, 4"
188321,"188321, 4"
42580,"42580, 1"
256420,"256420, 0"
257825,"257825, 0"
453592,"453592, 4"
444266,"444266, 4"
416373,"416373, 1"
482636,"330550-482636, 2"
461890,"112152-332028-461890, 1"
54543,"54543, 2"
426725,"426725, 3"
318642,"199249-318642, 1"
405131,"157136-405131, 0"
255831,"255831, 3"
373760,"278379-373760, 1"
71191,"71191, 2"
132106,"55422-132106, 2"
345897,"318387-264867-345897, 0"
44212,"44212, 1"
45691,"45691, 0"
467781,"381494-467781, 1"
36360,"36360, 4"
368064,"337429-368064, 4"
189089,"189089, 2"
172925,"172925, 0"
396507,"376245-396507, 2"
226262,"226262, 4"
374823,"471297-374823, 2"
453824,"453824, 2"
470689,"322807-390280-470689, 2"
454887,"454887, 4"
154441,"154441, 3"
227507,"70651-227507, 2"
463689,"428648-463689, 4"
406278,"406278, 0"
308483,"308483, 4"
71438,"71438, 3"
192444,"192444, 4"
485661,"485661, 3"
247187,"247187, 3"
63011,"63011, 0"
225043,"225043, 2"
219353,"361542-219353, 0"
298619,"298619, 4"
405566,"405566, 3"
494725,"494725, 2"
116009,"116009, 2"
315109,"171388-129804-315109, 1"
272619,"188072-272619, 0"
190968,"190968, 2"
9393,"9393, 2"
395596,"211513-395596, 3"
390535,"66084-94583-171229-390535, 1"
103452,"103452, 4"
143485,"143485, 2"
40213,"40213, 1"
302116,"302116, 1"
178401,"178401, 3"
68871,"68871, 4"
444426,"147040-444426, 3"
15940,"15940, 4"
255786,"255786, 4"
32457,"32457, 2"
229827,"17774-229827, 0"
290398,"256904-66613-290398, 3"
294250,"158197-294250, 2"
360180,"471593-360180, 3"
221417,"221417, 2"
473085,"473085, 4"
45229,"45229, 1"
444559,"444559, 1"
479528,"479528, 4"
205236,"205236, 1"
88135,"88135, 2"
428995,"428995, 2"
315839,"160443-315839, 4"
152290,"152290, 2"
150067,"12681-150067, 3"
14816,"14816, 2"
420422,"420422, 0"
97713,"97713, 1"
357080,"248609-357080, 3"
173106,"86864-173106, 2"
16244,"16244, 0"
350998,"350998, 2"
369451,"369451, 2"
189341,"189341, 2"
409701,"345963-409701, 4"
214993,"214993, 4"
165832,"165832, 4"
298742,"298742, 2"
14664,"14664, 1"
338450,"338450, 3"
315142,"315142, 4"
170867,"170867, 3"
